1,0,0,0,0,0,0.001,0.,0.,0.,0.,0.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0.,0.001,0.,0.,0.,0.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0.,0.,0.001,0.,0.,0.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0.,0.,0.,0.001,0.,0.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0.,0.,0.,0.,0.001,0.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0.,0.,0.,0.,0.,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.478356845488514,0.,0.,0.,0.,0.,0.9811999555786818,0.,0.,0.,0.,0.,5.478356845488514,0.,0.,0.,0.,0.,0.018800044421318184,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,-5.478356845488514,0.,0.,0.,0.,0.,0.9811999555786818,0.,0.,0.,0.,0.,5.478356845488514,0.,0.,0.,0.,0.,0.018800044421318184,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,-9.65679993883483,0.,0.,0.,0.,0.,0.9901730981795711,0.,0.,0.,0.,0.,9.65679993883483,0.,0.,0.,0.,0.,0.009826901820428873,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,-8.197623038060128,0.,0.,0.,0.,0.,0.99165797808113,0.,0.,0.,0.,0.,8.197623038060128,0.,0.,0.,0.,0.,0.008342021918870015,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,-2.688418691212369,0.,0.,0.,0.,0.,0.9972642255511055,0.,0.,0.,0.,0.,2.688418691212369,0.,0.,0.,0.,0.,0.002735774448894453,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,-3.482744339153537,0.,0.,0.,0.,0.,0.9880482870811709,0.,0.,0.,0.,0.,3.482744339153537,0.,0.,0.,0.,0.,0.011951712918829106,0.,0.,0.,0.,0.,0.
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001,0.,0.,0.,0.,0.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.,0.001,0.,0.,0.,0.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.,0.,0.001,0.,0.,0.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.,0.,0.,0.001,0.,0.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.,0.,0.,0.,0.001,0.,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.,0.,0.,0.,0.,0.001,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.001,0.,0.,0.,0.,0.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.,0.001,0.,0.,0.,0.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.,0.,0.001,0.,0.,0.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.,0.,0.,0.001,0.,0.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.,0.,0.,0.,0.001,0.
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.,0.,0.,0.,0.,0.001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
