0.0675766,-0.11685,-0.413446,0.000146743,0.000127409,-1.62368e-05,0.595542,-0.292291,-9.87577,-0.197905,0.467665,-9.86054,0.891486,-0.208866,-9.69856,-0.309341,-0.306296,-9.75032,0.516989,-0.211911,-9.6462,0.267324,-0.766045,-9.77894
0.10439,-0.167991,-0.621012,0.000212735,0.000190154,-2.4452e-05,0.577883,-0.330045,-9.8575,-0.20643,0.445134,-9.86054,0.900011,-0.266106,-9.70831,-0.312385,-0.305687,-9.72414,0.516989,-0.213128,-9.64802,0.281939,-0.767263,-9.79051
0.12766,-0.22878,-0.830849,0.000277667,0.000253295,-3.83641e-05,0.579101,-0.361101,-9.84958,-0.20643,0.400073,-9.85323,0.918279,-0.235659,-9.70283,-0.297162,-0.298989,-9.74363,0.503592,-0.225307,-9.63036,0.265497,-0.770916,-9.77103
0.165509,-0.228138,-1.04391,0.00030622,0.000326676,-3.0207e-05,0.41286,-0.45914,-9.77103,-0.224698,0.478626,-9.83436,0.984045,-0.339788,-9.76616,-0.298989,-0.306905,-9.71988,0.525514,-0.221045,-9.6736,0.292291,-0.791011,-9.7966
0.188794,-0.28915,-1.27471,0.000339429,0.000453457,-2.62022e-05,0.495067,-0.372061,-9.76189,-0.235659,0.524296,-9.67664,0.950553,-0.249056,-9.79051,-0.280112,-0.335525,-9.71805,0.527341,-0.228352,-9.67786,0.284983,-0.779441,-9.80635
0.197145,-0.319805,-1.53305,0.000397098,0.000583478,-3.98292e-05,0.573011,-0.442089,-9.72475,-0.264888,0.48167,-9.55364,0.974302,-0.208866,-9.66934,-0.277676,-0.333698,-9.71013,0.516989,-0.249056,-9.66629,0.266715,-0.767263,-9.77773
0.263728,-0.369271,-1.75295,0.00047224,0.000635804,-6.78405e-05,0.576665,-0.379978,-9.76494,-0.174156,0.454877,-9.74911,0.932285,-0.421385,-9.57982,-0.252101,-0.354402,-9.73449,0.485324,-0.277067,-9.592,0.22957,-0.733771,-9.73815
0.304939,-0.401779,-1.98366,0.000612424,0.000628935,-0.00013581,0.547436,-0.564486,-9.88125,-0.0907318,0.234441,-9.89951,0.967603,-0.632078,-9.42028,-0.244793,-0.371453,-9.71927,0.450006,-0.284983,-9.56886,0.243575,-0.714285,-9.75215
0.3449,-0.4487,-2.20229,0.000698032,0.000656748,-0.000181568,0.490196,-0.650346,-9.82157,-0.110827,0.172939,-9.87272,0.961514,-0.554134,-9.54024,-0.226525,-0.426257,-9.70587,0.474972,-0.311168,-9.58896,0.259408,-0.744123,-9.73997
0.342215,-0.523871,-2.42655,0.000700194,0.00081031,-0.00020617,0.610765,-0.518207,-9.74241,-0.231397,0.272804,-9.64802,0.932285,-0.244793,-9.85993,-0.196078,-0.431128,-9.69491,0.534039,-0.33248,-9.6194,0.297771,-0.802581,-9.74058
0.429626,-0.550825,-2.61445,0.000708818,0.000893183,-0.000239744,0.599196,-0.368408,-9.77103,-0.16076,0.445134,-9.8374,0.905492,-0.489587,-9.87577,-0.157715,-0.401291,-9.70526,0.611374,-0.36719,-9.63402,0.307514,-0.870782,-9.76494
0.479239,-0.595256,-2.88047,0.000802216,0.000965528,-0.000260617,0.451832,-0.362318,-9.79173,-0.069419,0.423212,-9.71927,0.909754,-0.479844,-9.58835,-0.160151,-0.429911,-9.6876,0.605285,-0.37267,-9.64437,0.314212,-0.853123,-9.77468
0.521473,-0.626509,-3.12503,0.000857116,0.0010437,-0.000252688,0.462184,-0.270369,-9.67055,-0.143709,0.609547,-9.64437,0.924978,-0.218,-9.56399,-0.168067,-0.474363,-9.65898,0.551089,-0.356229,-9.59748,0.343441,-0.801972,-9.77225
0.550605,-0.685877,-3.34587,0.000945066,0.00110551,-0.000245394,0.52186,-0.228352,-9.80147,-0.250274,0.537693,-9.7558,0.951771,-0.199123,-9.59383,-0.188771,-0.511508,-9.62245,0.509073,-0.337352,-9.60357,0.355011,-0.761782,-9.81548
0.546363,-0.756821,-3.52062,0.00101218,0.00115292,-0.00023108,0.624162,-0.379978,-9.90682,-0.327609,0.457313,-9.94214,0.873827,-0.110218,-9.74363,-0.197905,-0.510899,-9.64072,0.496894,-0.330654,-9.60722,0.319084,-0.754475,-9.78991
0.608005,-0.833269,-3.74486,0.0011017,0.00121002,-0.000235183,0.618682,-0.225307,-9.91778,-0.188162,0.45914,-9.88064,0.847642,-0.130313,-9.66081,-0.197905,-0.260626,-9.85384,0.582145,-0.316648,-9.59687,0.153453,-0.84886,-9.63767
0.669228,-0.902669,-3.93678,0.0011686,0.00124806,-0.000243566,0.578492,-0.185117,-9.86359,-0.111436,0.411034,-9.92387,0.816587,-0.312994,-9.66568,-0.254536,-0.128486,-9.91169,0.611374,-0.270369,-9.64924,0.138838,-0.876872,-9.63341
0.674031,-0.989268,-4.1497,0.00121705,0.00130127,-0.000243574,0.654,-0.275849,-9.83131,-0.255145,0.385458,-9.90621,0.856168,-0.173547,-9.71805,-0.280721,-0.0962123,-9.91961,0.593715,-0.23505,-9.66446,0.132749,-0.836073,-9.64498
0.672676,-1.06983,-4.34714,0.00127429,0.00141403,-0.000240706,0.728899,-0.347095,-9.88855,-0.362927,0.403726,-9.78077,0.879916,-0.0639385,-9.79599,-0.304469,-0.153453,-9.86968,0.53952,-0.211911,-9.63158,0.178419,-0.784313,-9.70709
0.718992,-1.11172,-4.54015,0.00138373,0.00148872,-0.000247117,0.583363,-0.393983,-9.98842,-0.24114,0.409207,-9.85506,0.906101,-0.250883,-9.72962,-0.366581,-0.317866,-9.6328,0.445134,-0.148581,-9.67177,0.298989,-0.707587,-9.90439
0.740488,-1.15083,-4.72034,0.00148784,0.00151728,-0.00025807,0.534648,-0.387285,-9.99877,-0.211911,0.49324,-9.99451,0.965168,-0.278285,-9.69369,-0.353793,-0.334916,-9.66507,0.425648,-0.158933,-9.63402,0.277676,-0.699061,-9.85689
0.775821,-1.18247,-4.92922,0.00154732,0.00155928,-0.000272951,0.52186,-0.436609,-9.87211,-0.218609,0.479235,-9.94762,0.990134,-0.319693,-9.72292,-0.370235,-0.277067,-9.73754,0.45305,-0.144927,-9.63219,0.239313,-0.714285,-9.85567
0.803773,-1.21375,-5.14742,0.00159255,0.00163309,-0.000274927,0.529777,-0.347704,-9.78869,-0.237486,0.59676,-9.82218,0.989525,-0.266715,-9.72718,-0.393374,-0.20095,-9.79904,0.491413,-0.123006,-9.69735,0.228961,-0.750212,-9.83009
0.820219,-1.25354,-5.36393,0.00166308,0.0017181,-0.00026695,0.538911,-0.340397,-9.83009,-0.278285,0.607112,-9.77468,0.981,-0.169894,-9.70039,-0.400073,-0.180246,-9.80696,0.529168,-0.117525,-9.76494,0.276458,-0.789793,-9.82888
0.892587,-1.27309,-5.5601,0.0017237,0.00176963,-0.000261711,0.435391,-0.287419,-9.84532,-0.173547,0.580318,-9.89282,0.958469,-0.32152,-9.72292,-0.345877,-0.260017,-9.77164,0.537693,-0.179637,-9.77225,0.309341,-0.800754,-9.83192
0.913714,-1.30841,-5.77281,0.00177775,0.0018142,-0.00024183,0.434782,-0.274022,-9.81304,-0.21252,0.609547,-9.90865,0.954816,-0.242358,-9.71927,-0.345877,-0.291073,-9.69126,0.506028,-0.175983,-9.75398,0.307514,-0.763,-9.86602
0.94902,-1.34609,-5.99067,0.00186356,0.00184428,-0.000223709,0.465838,-0.358056,-9.83009,-0.255145,0.524905,-9.88855,0.938983,-0.224089,-9.60661,-0.337961,-0.323346,-9.75763,0.477408,-0.189989,-9.68699,0.284374,-0.734989,-9.8715
